Strain Name,Virus Type,GenBank Accession,Sequence Length,Pango Genome Lineage,Collection Date,Host,GenBank Host,Country,Mol Type
TAN/7/2013,Foot-and-mouth disease virus - type A,MF592649,639,-N/A-,03/16/2013,Cattle,cattle,Tanzania,genomic RNA
TAN/10/2013,Foot-and-mouth disease virus - type O,MF592650,639,-N/A-,05-07-13,Cattle,cattle,Tanzania,genomic RNA
TAN/14/2013,Foot-and-mouth disease virus - type A,MF592651,639,-N/A-,06/20/2013,Cattle,cattle,Tanzania,genomic RNA
TAN/15/2013,Foot-and-mouth disease virus - type A,MF592652,639,-N/A-,06/20/2013,Cattle,cattle,Tanzania,genomic RNA
TAN/16/2013,Foot-and-mouth disease virus - type A,MF592653,639,-N/A-,06/28/2013,Cattle,cattle,Tanzania,genomic RNA
TAN/37/2014,Foot-and-mouth disease virus - type SAT 1,MF592694,663,-N/A-,11-07-14,Cattle,cattle,Tanzania,genomic RNA
TAN/38/2014,Foot-and-mouth disease virus - type SAT 1,MF592695,663,-N/A-,11-07-14,Cattle,cattle,Tanzania,genomic RNA
TAN/41/2014,Foot-and-mouth disease virus - type SAT 1,MF592696,663,-N/A-,11-08-14,Cattle,cattle,Tanzania,genomic RNA
TAN/P12/2010 BUF B1,Foot-and-mouth disease virus - type SAT 1,MF592593,663,-N/A-,09/20/2010,Bovine,Syncerus caffer,Tanzania,genomic RNA
TAN/P12/2010 BUF B3,Foot-and-mouth disease virus - type SAT 1,MF592594,663,-N/A-,09/20/2010,Bovine,Syncerus caffer,Tanzania,genomic RNA
TAN/P12/2010 BUF B7,Foot-and-mouth disease virus - type SAT 1,MF592595,663,-N/A-,09/20/2010,Bovine,Syncerus caffer,Tanzania,genomic RNA
TAN/P12/2010 BUF B15,Foot-and-mouth disease virus - type SAT 1,MF592596,663,-N/A-,09/20/2010,Bovine,Syncerus caffer,Tanzania,genomic RNA
TAN/3/2011,Foot-and-mouth disease virus - type SAT 2,MF592597,645,-N/A-,07/21/2011,Cattle,cattle,Tanzania,genomic RNA
TAN/4/2011,Foot-and-mouth disease virus - type SAT 2,MF592598,645,-N/A-,07/21/2011,Cattle,cattle,Tanzania,genomic RNA
TAN/6/2011,Foot-and-mouth disease virus - type SAT 2,MF592599,645,-N/A-,07/29/2011,Cattle,cattle,Tanzania,genomic RNA
TAN/7/2011,Foot-and-mouth disease virus - type SAT 2,MF592600,645,-N/A-,08/20/2011,Cattle,cattle,Tanzania,genomic RNA
TAN/8/2011,Foot-and-mouth disease virus - type SAT 2,MF592601,645,-N/A-,08/20/2011,Cattle,cattle,Tanzania,genomic RNA
TAN/1/2012,Foot-and-mouth disease virus - type SAT 2,MF592602,645,-N/A-,02-03-12,Cattle,cattle,Tanzania,genomic RNA
TAN/3/2012,Foot-and-mouth disease virus - type SAT 2,MF592603,645,-N/A-,02-04-12,Cattle,cattle,Tanzania,genomic RNA
TAN/5/2012,Foot-and-mouth disease virus - type SAT 2,MF592604,645,-N/A-,02/29/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/7/2012,Foot-and-mouth disease virus - type SAT 2,MF592605,645,-N/A-,03-01-12,Cattle,cattle,Tanzania,genomic RNA
TAN/9/2012,Foot-and-mouth disease virus - type SAT 2,MF592606,645,-N/A-,03-02-12,Cattle,cattle,Tanzania,genomic RNA
TAN/10/2012,Foot-and-mouth disease virus - type SAT 2,MF592607,645,-N/A-,03-02-12,Cattle,cattle,Tanzania,genomic RNA
TAN/11/2012,Foot-and-mouth disease virus - type SAT 1,MF592608,663,-N/A-,03/25/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/12/2012,Foot-and-mouth disease virus - type SAT 1,MF592609,663,-N/A-,03/25/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/13/2012,Foot-and-mouth disease virus - type SAT 2,MF592610,645,-N/A-,04/17/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/14/2012,Foot-and-mouth disease virus - type SAT 2,MF592611,645,-N/A-,04/17/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/15/2012,Foot-and-mouth disease virus - type SAT 2,MF592612,645,-N/A-,04/18/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/16/2012,Foot-and-mouth disease virus - type SAT 2,MF592613,645,-N/A-,04/18/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/18/2012,Foot-and-mouth disease virus - type SAT 2,MF592614,645,-N/A-,04/28/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/19/2012,Foot-and-mouth disease virus - type SAT 2,MF592615,645,-N/A-,04/28/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/22/2012,Foot-and-mouth disease virus - type SAT 1,MF592616,663,-N/A-,04/30/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/23/2012,Foot-and-mouth disease virus - type SAT 1,MF592617,663,-N/A-,04/30/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/25/2012,Foot-and-mouth disease virus - type SAT 1,MF592618,663,-N/A-,05-01-12,Cattle,cattle,Tanzania,genomic RNA
TAN/32/2012,Foot-and-mouth disease virus - type SAT 2,MF592619,645,-N/A-,05-05-12,Cattle,cattle,Tanzania,genomic RNA
TAN/34/2012,Foot-and-mouth disease virus - type SAT 2,MF592620,645,-N/A-,05/25/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/36/2012,Foot-and-mouth disease virus - type SAT 2,MF592621,645,-N/A-,05/27/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/37/2012,Foot-and-mouth disease virus - type SAT 2,MF592622,645,-N/A-,05/27/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/38/2012,Foot-and-mouth disease virus - type O,MF592623,639,-N/A-,05/31/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/39/2012,Foot-and-mouth disease virus - type O,MF592624,639,-N/A-,05/31/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/41/2012,Foot-and-mouth disease virus - type A,MF592626,639,-N/A-,06-01-12,Cattle,cattle,Tanzania,genomic RNA
TAN/44/2012,Foot-and-mouth disease virus - type SAT 1,MF592627,663,-N/A-,07-12-12,Cattle,cattle,Tanzania,genomic RNA
TAN/45/2012,Foot-and-mouth disease virus - type SAT 1,MF592628,663,-N/A-,07-12-12,Cattle,cattle,Tanzania,genomic RNA
TAN/49/2012,Foot-and-mouth disease virus - type SAT 1,MF592629,663,-N/A-,05-03-12,Cattle,cattle,Tanzania,genomic RNA
TAN/50/2012,Foot-and-mouth disease virus - type SAT 1,MF592630,663,-N/A-,05-03-12,Cattle,cattle,Tanzania,genomic RNA
TAN/56/2012,Foot-and-mouth disease virus - type A,MF592631,639,-N/A-,06/28/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/60/2012,Foot-and-mouth disease virus - type A,MF592632,639,-N/A-,08/14/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/61/2012,Foot-and-mouth disease virus - type A,MF592633,639,-N/A-,08/15/2012,Cattle,cattle,Tanzania,genomic RNA
TAN/18/2013,Foot-and-mouth disease virus - type A,MF592654,639,-N/A-,06/28/2013,Cattle,cattle,Tanzania,genomic RNA
TAN/20/2013,Foot-and-mouth disease virus - type SAT 1,MF592655,663,-N/A-,08/13/2013,Cattle,cattle,Tanzania,genomic RNA
TAN/22/2013,Foot-and-mouth disease virus - type SAT 1,MF592656,663,-N/A-,08/13/2013,Cattle,cattle,Tanzania,genomic RNA
TAN/23/2013,Foot-and-mouth disease virus - type SAT 1,MF592657,663,-N/A-,08/15/2013,Cattle,cattle,Tanzania,genomic RNA
TAN/24/2013,Foot-and-mouth disease virus - type SAT 1,MF592658,663,-N/A-,08/15/2013,Cattle,cattle,Tanzania,genomic RNA
SUD/5/89,Foot-and-mouth disease virus - type O,GU566040,639,-N/A-,12/13/1987,Unknown,-N/A-,Sudan,genomic RNA
SUD/6/89,Foot-and-mouth disease virus - type O,GU566041,639,-N/A-,01/26/1988,Unknown,-N/A-,Sudan,genomic RNA
SUD/7/89,Foot-and-mouth disease virus - type O,GU566042,639,-N/A-,03/13/1989,Unknown,-N/A-,Sudan,genomic RNA
SUD/3/99,Foot-and-mouth disease virus - type O,GU566043,639,-N/A-,1999,Unknown,-N/A-,Sudan,genomic RNA
SUD/4/99,Foot-and-mouth disease virus - type O,GU566044,639,-N/A-,1999,Unknown,-N/A-,Sudan,genomic RNA
SUD/1/2004,Foot-and-mouth disease virus - type O,GU566045,639,-N/A-,09-05-04,Cattle,cattle,Sudan,genomic RNA
SUD/3/2004,Foot-and-mouth disease virus - type O,GU566046,639,-N/A-,09-05-04,Cattle,cattle,Sudan,genomic RNA
SUD/4/2004,Foot-and-mouth disease virus - type O,GU566047,639,-N/A-,09-05-04,Cattle,cattle,Sudan,genomic RNA
SUD/9/2004,Foot-and-mouth disease virus - type O,GU566048,639,-N/A-,09-05-04,Cattle,cattle,Sudan,genomic RNA
SUD/12/2004,Foot-and-mouth disease virus - type O,GU566049,639,-N/A-,09-05-04,Cattle,cattle,Sudan,genomic RNA
SUD/14/2004,Foot-and-mouth disease virus - type O,GU566050,639,-N/A-,09-05-04,Cattle,cattle,Sudan,genomic RNA
SUD/15/2004,Foot-and-mouth disease virus - type O,GU566051,639,-N/A-,09-05-04,Cattle,cattle,Sudan,genomic RNA
SUD/16/2004,Foot-and-mouth disease virus - type O,GU566052,639,-N/A-,09-05-04,Cattle,cattle,Sudan,genomic RNA
SUD/25/2004,Foot-and-mouth disease virus - type O,GU566053,639,-N/A-,09-07-04,Cattle,cattle,Sudan,genomic RNA
SUD/26/2004,Foot-and-mouth disease virus - type O,GU566054,639,-N/A-,09-07-04,Cattle,cattle,Sudan,genomic RNA
SUD/30/2004,Foot-and-mouth disease virus - type O,GU566055,639,-N/A-,09-07-04,Cattle,cattle,Sudan,genomic RNA
SUD/1/2005,Foot-and-mouth disease virus - type O,GU566056,639,-N/A-,01-03-05,Cattle,cattle,Sudan,genomic RNA
SUD/2/2005,Foot-and-mouth disease virus - type O,GU566057,639,-N/A-,01-03-05,Cattle,cattle,Sudan,genomic RNA
SUD/3/2005,Foot-and-mouth disease virus - type O,GU566058,639,-N/A-,01-09-05,Cattle,cattle,Sudan,genomic RNA
SUD/3/83,Foot-and-mouth disease virus - type O,GU566036,639,-N/A-,1983,Unknown,-N/A-,Sudan,genomic RNA
SUD/2/89,Foot-and-mouth disease virus - type O,GU566037,639,-N/A-,1989,Unknown,-N/A-,Sudan,genomic RNA
SUD/3/89,Foot-and-mouth disease virus - type O,GU566038,639,-N/A-,11/20/1987,Unknown,-N/A-,Sudan,genomic RNA
SUD/4/89,Foot-and-mouth disease virus - type O,GU566039,639,-N/A-,12-05-87,Unknown,-N/A-,Sudan,genomic RNA
SUD/3/2008,Foot-and-mouth disease virus - type O,GU566059,639,-N/A-,02-11-08,Cattle,cattle,Sudan,genomic RNA
SUD/4/2008,Foot-and-mouth disease virus - type O,GU566060,639,-N/A-,02-11-08,Cattle,cattle,Sudan,genomic RNA
SUD/5/2008,Foot-and-mouth disease virus - type O,GU566061,639,-N/A-,02-11-08,Unknown,-N/A-,Sudan,genomic RNA
SUD/6/2008,Foot-and-mouth disease virus - type O,GU566062,639,-N/A-,02-11-08,Cattle,cattle,Sudan,genomic RNA
SUD/8/2008,Foot-and-mouth disease virus - type O,GU566063,639,-N/A-,05-09-08,Cattle,cattle,Sudan,genomic RNA
SUD/3/77,Foot-and-mouth disease virus - type A,GU566064,639,-N/A-,1977,Unknown,-N/A-,Sudan,genomic RNA
SUD/1/81,Foot-and-mouth disease virus - type A,GU566065,639,-N/A-,1981,Cattle,cattle,Sudan,genomic RNA
SUD/1/82,Foot-and-mouth disease virus - type A,GU566066,639,-N/A-,08/30/1982,Cattle,cattle,Sudan,genomic RNA
SUD/2/84,Foot-and-mouth disease virus - type A,GU566067,639,-N/A-,11-04-84,Cattle,cattle,Sudan,genomic RNA
SUD/1/85,Foot-and-mouth disease virus - type A,GU566068,639,-N/A-,12-06-84,Cattle,cattle,Sudan,genomic RNA
SUD/1/2006,Foot-and-mouth disease virus - type A,GU566069,639,-N/A-,04-09-06,Cattle,cattle,Sudan,genomic RNA
SUD/3/2006,Foot-and-mouth disease virus - type A,GU566070,639,-N/A-,04/26/2006,Cattle,cattle,Sudan,genomic RNA
SUD/1/2007,Foot-and-mouth disease virus - type SAT 2,GU566071,648,-N/A-,01/21/2007,Cattle,cattle,Sudan,genomic RNA
SUD/1/2008,Foot-and-mouth disease virus - type SAT 2,GU566072,648,-N/A-,02-04-08,Cattle,cattle,Sudan,genomic RNA
SUD/2/2008,Foot-and-mouth disease virus - type SAT 2,GU566073,648,-N/A-,02-04-08,Cattle,cattle,Sudan,genomic RNA
SAT 3/2 S. Africa,Foot-and-mouth disease virus - type SAT 3,MG372727,8171,-N/A-,-N/A-,Unknown,-N/A-,South Africa,genomic RNA
2/Egy/2016,Foot-and-mouth disease virus - type O,MG017361,992,-N/A-,01-01-16,Buffalo,Bubalus bubalis,Egypt,mRNA
10/Egy/2016,Foot-and-mouth disease virus - type O,MG017362,992,-N/A-,01-01-16,Buffalo,Bubalus bubalis,Egypt,mRNA
14/Egy/2016,Foot-and-mouth disease virus - type O,MG017363,992,-N/A-,01-01-16,Buffalo,Bubalus bubalis,Egypt,mRNA
17/Egy/2016,Foot-and-mouth disease virus - type O,MG017364,992,-N/A-,01-01-16,Buffalo,Bubalus bubalis,Egypt,mRNA
25/Egy/2016,Foot-and-mouth disease virus - type O,MG017365,992,-N/A-,01-01-16,Buffalo,Bubalus bubalis,Egypt,mRNA
A/Egy/Beheira/2015,Foot-and-mouth disease virus - type A,MG552837,639,-N/A-,Apr-15,Cattle,cattle,Egypt,genomic RNA
A/Egy/Damietta/2015,Foot-and-mouth disease virus - type A,MG552838,639,-N/A-,Mar-15,Buffalo,Buffalo,Egypt,genomic RNA
A/Egy/Monufia/2015,Foot-and-mouth disease virus - type A,MG552839,639,-N/A-,Apr-15,Buffalo,Buffalo,Egypt,genomic RNA
A/Egy/Qalyubia/2015,Foot-and-mouth disease virus - type A,MG552840,639,-N/A-,Jun-15,Buffalo,Buffalo,Egypt,genomic RNA
A/Egy/Beni Suef/2016,Foot-and-mouth disease virus - type A,MG552841,639,-N/A-,Aug-16,Cattle,cattle,Egypt,genomic RNA
A/Egy/Damietta/2016,Foot-and-mouth disease virus - type A,MG552842,639,-N/A-,Sep-16,Cattle,cattle,Egypt,genomic RNA
A/Egy/Faiyum/2016,Foot-and-mouth disease virus - type A,MG552843,639,-N/A-,Mar-16,Cattle,cattle,Egypt,genomic RNA
O/Egy/Beni Suef/2015,Foot-and-mouth disease virus - type O,MG552844,639,-N/A-,Jul-15,Cattle,cattle,Egypt,genomic RNA
O/Egy/Faiyum/2015,Foot-and-mouth disease virus - type O,MG552845,639,-N/A-,Apr-15,Buffalo,Buffalo,Egypt,genomic RNA
O/Egy/Port Said/2016,Foot-and-mouth disease virus - type O,MG552846,639,-N/A-,Dec-16,Cattle,cattle,Egypt,genomic RNA
O/Egy/Beheira/2017,Foot-and-mouth disease virus - type O,MG552847,639,-N/A-,Jan-17,Cattle,cattle,Egypt,genomic RNA
O/Egy/Dakahlia/2017,Foot-and-mouth disease virus - type O,MG552848,639,-N/A-,Feb-17,Buffalo,Buffalo,Egypt,genomic RNA
O/Egy/Qalyubia/2017,Foot-and-mouth disease virus - type O,MG552849,639,-N/A-,Feb-17,Cattle,cattle,Egypt,genomic RNA
SAT2/Egy/Alexandria/2017,Foot-and-mouth disease virus - type SAT 2,MG552850,444,-N/A-,Jan-17,Buffalo,Buffalo,Egypt,genomic RNA
SAT2/Egy/Dakahlia/2017,Foot-and-mouth disease virus - type SAT 2,MG552851,444,-N/A-,Jan-17,Buffalo,Buffalo,Egypt,genomic RNA
A/ALG/1/2017,Foot-and-mouth disease virus - type A,MG923578,7365,-N/A-,Mar-17,Cattle,cattle,Algeria,genomic RNA
A/ALG/2/2017,Foot-and-mouth disease virus - type A,MG923579,7617,-N/A-,Apr-17,Cattle,cattle,Algeria,genomic RNA
A/ALG/3/2017,Foot-and-mouth disease virus - type A,MG923580,7628,-N/A-,Apr-17,Cattle,cattle,Algeria,genomic RNA
ALG/1/2017,Foot-and-mouth disease virus - type A,MG913340,8119,-N/A-,04-09-17,Cattle,cattle,Algeria,genomic RNA
FMDV-Egy-typeO-RL72-AHRI/2017,Foot-and-mouth disease virus - type O,MH729316,633,-N/A-,01/17/2017,Cattle,cattle,Egypt,genomic RNA
FMDV-Egy-typeO-RL66-AHRI/2017,Foot-and-mouth disease virus - type O,MH729317,633,-N/A-,01/17/2017,Cattle,cattle,Egypt,genomic RNA
FMDV-Egy-typeO-RL94-AHRI/2017,Foot-and-mouth disease virus - type O,MH729318,633,-N/A-,01/23/2017,Cattle,cattle,Egypt,genomic RNA
FMDV-Egy-typeO-RL95-AHRI/2017,Foot-and-mouth disease virus - type O,MH729319,633,-N/A-,01/23/2017,Cattle,cattle,Egypt,genomic RNA
FMDV-Egy-typeO-RL91-AHRI/2017,Foot-and-mouth disease virus - type O,MH729320,633,-N/A-,01/22/2017,Cattle,cattle,Egypt,genomic RNA
FMDV-Egy-typeO-RL49-AHRI/2017,Foot-and-mouth disease virus - type O,MH729321,633,-N/A-,01/15/2017,Buffalo,buffalo,Egypt,genomic RNA
TUN/1/2014,Foot-and-mouth disease virus - type O,MG983735,8090,-N/A-,05/19/2014,Unknown,unknown,Tunisia,genomic RNA
ALG/1/2014,Foot-and-mouth disease virus - type O,MG983683,8120,-N/A-,08-10-14,Unknown,unknown,Algeria,genomic RNA
LIB/1/2013,Foot-and-mouth disease virus - type O,MG983694,8180,-N/A-,09-01-13,Cattle,cattle,Libya,genomic RNA
LIB/7/2013,Foot-and-mouth disease virus - type O,MG983695,8190,-N/A-,09-08-13,Cattle,cattle,Libya,genomic RNA
LIB/17/2013,Foot-and-mouth disease virus - type O,MG983696,8205,-N/A-,10-01-13,Cattle,cattle,Libya,genomic RNA
LIB/22/2013,Foot-and-mouth disease virus - type O,MG983697,8192,-N/A-,12-01-13,Cattle,cattle,Libya,genomic RNA
MUR/5/2016,Foot-and-mouth disease virus - type O,MG983698,8080,-N/A-,08-09-16,Cattle,cattle,Mauritius,genomic RNA
MUR/9/2016,Foot-and-mouth disease virus - type O,MG983699,8109,-N/A-,08-09-16,Cattle,cattle,Mauritius,genomic RNA
MUR/19/2016,Foot-and-mouth disease virus - type O,MG983700,8104,-N/A-,08/15/2016,Cattle,cattle,Mauritius,genomic RNA
MUR/21/2016,Foot-and-mouth disease virus - type O,MG983701,8104,-N/A-,08/15/2016,Cattle,cattle,Mauritius,genomic RNA
MUR/23/2016,Foot-and-mouth disease virus - type O,MG983702,8127,-N/A-,08/15/2016,Cattle,cattle,Mauritius,genomic RNA
A/GHA/01/16,Foot-and-mouth disease virus - type A,MF893990,639,-N/A-,2016,Cattle,bovine,Ghana,genomic RNA
A/GHA/05/16,Foot-and-mouth disease virus - type A,MF893991,639,-N/A-,2016,Cattle,bovine,Ghana,genomic RNA
A/GHA/15/16,Foot-and-mouth disease virus - type A,MF893992,639,-N/A-,2016,Cattle,bovine,Ghana,genomic RNA
O/GHA/04/16,Foot-and-mouth disease virus - type O,MF893993,639,-N/A-,2016,Cattle,bovine,Ghana,genomic RNA
O/GHA/06/16,Foot-and-mouth disease virus - type O,MF893994,639,-N/A-,2016,Cattle,bovine,Ghana,genomic RNA
O/GHA/07/16,Foot-and-mouth disease virus - type O,MF893995,639,-N/A-,2016,Cattle,bovine,Ghana,genomic RNA
30/Egy/2016,Foot-and-mouth disease virus - type O,MG571528,670,-N/A-,2016,Cattle,cattle,Egypt,mRNA
A/Nig/08/15,Foot-and-mouth disease virus - type A,MG712579,754,-N/A-,09-11-15,Cattle,bovine,Nigeria,genomic RNA
O/EGY/Beheira/Cattle/2017,Foot-and-mouth disease virus - type O,MG957498,255,-N/A-,2017,Cattle,cattle,Egypt,genomic RNA
O/EGY/Dakahlya/Bufflo/2016,Foot-and-mouth disease virus - type O,MG957499,255,-N/A-,2016,Bovine,bufflo,Egypt,genomic RNA
A/EGY/Bufflo/Domiatte/2015,Foot-and-mouth disease virus - type A,MG957500,444,-N/A-,2015,Bovine,bufflo,Egypt,genomic RNA
SAT2/EGY/Bufflo/Dakahlya/2016,Foot-and-mouth disease virus - type SAT 2,MG957501,579,-N/A-,2016,Bovine,bufflo,Egypt,genomic RNA
SAT2/EGY/Cattle/Benisweif/2017,Foot-and-mouth disease virus - type SAT 2,MG957502,432,-N/A-,2017,Cattle,cattle,Egypt,genomic RNA
A/CAR/LAN12/2014,Foot-and-mouth disease virus - type A,MH383073,633,-N/A-,01/30/2014,Cattle,cattle,Cameroon,genomic RNA
A/CAR/LAN15/2014,Foot-and-mouth disease virus - type A,MH383074,633,-N/A-,01/30/2014,Cattle,cattle,Cameroon,genomic RNA
A/CAR/LAN16/2014,Foot-and-mouth disease virus - type A,MH383075,633,-N/A-,01/30/2014,Cattle,cattle,Cameroon,genomic RNA
A/CAR/LAN17/2014,Foot-and-mouth disease virus - type A,MH383076,633,-N/A-,01/30/2014,Cattle,cattle,Cameroon,genomic RNA
O/CAR/G3857/2012,Foot-and-mouth disease virus - type O,MH383077,633,-N/A-,03/27/2012,Cattle,cattle,Cameroon,genomic RNA
O/CAR/G4250/2013,Foot-and-mouth disease virus - type O,MH383078,633,-N/A-,01-10-13,Cattle,cattle,Cameroon,genomic RNA
O/CAR/G4262/2013,Foot-and-mouth disease virus - type O,MH383079,633,-N/A-,01-11-13,Cattle,cattle,Cameroon,genomic RNA
O/CAR/G4268/2013,Foot-and-mouth disease virus - type O,MH383080,633,-N/A-,01-11-13,Cattle,cattle,Cameroon,genomic RNA
O/CAR/G4270/2013,Foot-and-mouth disease virus - type O,MH383081,633,-N/A-,01-11-13,Cattle,cattle,Cameroon,genomic RNA
Egypt/12/2016,Foot-and-mouth disease virus - type O,MG925044,1198,-N/A-,01-01-16,Cattle,cattle,Egypt,genomic RNA
Egypt/13/2016,Foot-and-mouth disease virus - type O,MG925045,606,-N/A-,01-01-16,Cattle,cattle,Egypt,genomic RNA
Egypt/17/2016,Foot-and-mouth disease virus - type O,MG925046,788,-N/A-,01-01-16,Cattle,cattle,Egypt,genomic RNA
Egypt/19/2016,Foot-and-mouth disease virus - type O,MG925047,715,-N/A-,01-01-16,Cattle,cattle,Egypt,genomic RNA
Egypt/21/2016,Foot-and-mouth disease virus - type O,MG925048,851,-N/A-,01-01-16,Cattle,cattle,Egypt,genomic RNA
Egypt/23/2016,Foot-and-mouth disease virus - type O,MG925049,800,-N/A-,01-01-16,Cattle,cattle,Egypt,genomic RNA
Egypt/35/2016,Foot-and-mouth disease virus - type O,MG925050,798,-N/A-,01-01-16,Cattle,cattle,Egypt,genomic RNA
Egypt/54/2016,Foot-and-mouth disease virus - type O,MG925051,799,-N/A-,01-01-16,Cattle,cattle,Egypt,genomic RNA
Egypt/1/2015,Foot-and-mouth disease virus - type SAT 2,MG925052,692,-N/A-,2015,Cattle,cattle,Egypt,genomic RNA
Egypt/2/2015,Foot-and-mouth disease virus - type SAT 2,MG925053,700,-N/A-,2015,Cattle,cattle,Egypt,genomic RNA
Egypt/3/2015,Foot-and-mouth disease virus - type SAT 2,MG925054,626,-N/A-,2015,Cattle,cattle,Egypt,genomic RNA
Egypt/7/2015,Foot-and-mouth disease virus - type SAT 2,MG925055,629,-N/A-,2015,Cattle,cattle,Egypt,genomic RNA
FMDV_O/BUS-032-P_UG,Foot-and-mouth disease virus - type O,KY548446,633,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-043-P_UG,Foot-and-mouth disease virus - type O,KY548447,633,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-088-P_UG,Foot-and-mouth disease virus - type O,KY548448,633,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-097-P_UG,Foot-and-mouth disease virus - type O,KY548449,637,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-247-P_UG,Foot-and-mouth disease virus - type O,KY548450,633,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-292-P_UG,Foot-and-mouth disease virus - type O,KY548451,633,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-309-P_UG,Foot-and-mouth disease virus - type O,KY548452,633,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-334-P_UG,Foot-and-mouth disease virus - type O,KY548453,633,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-358-P_UG,Foot-and-mouth disease virus - type O,KY548454,633,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-359-P_UG,Foot-and-mouth disease virus - type O,KY548455,633,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-367-P_UG,Foot-and-mouth disease virus - type O,KY548456,634,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-372-P_UG,Foot-and-mouth disease virus - type O,KY548457,634,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-378-P_UG,Foot-and-mouth disease virus - type O,KY548458,633,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-379-P_UG,Foot-and-mouth disease virus - type O,KY548459,633,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-381-P_UG,Foot-and-mouth disease virus - type O,KY548460,633,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/BUS-406-P_UG,Foot-and-mouth disease virus - type O,KY548461,633,-N/A-,2015,Cattle,cattle,Uganda,genomic RNA
FMDV_O/KAB-049-P_2014_UG,Foot-and-mouth disease virus - type O,KY548462,2805,-N/A-,2014,Cattle,cattle,Uganda,genomic RNA
FMDV_O/KAB-50-P_2014_UG,Foot-and-mouth disease virus - type O,KY548463,2805,-N/A-,2014,Cattle,cattle,Uganda,genomic RNA
FMDV_O/KAB-117-P_2014_UG,Foot-and-mouth disease virus - type O,KY548464,2805,-N/A-,2014,Cattle,cattle,Uganda,genomic RNA
FMDV_O/KAB-177-P_2014_UG,Foot-and-mouth disease virus - type O,KY548465,2805,-N/A-,2014,Cattle,cattle,Uganda,genomic RNA
FMDV_O/KAB-219-P_2014_UG,Foot-and-mouth disease virus - type O,KY548466,2806,-N/A-,2014,Cattle,cattle,Uganda,genomic RNA
